OTEXE,TDTE3
37,862532
37,51170.09
37,470874
37,61373.36
37,262420.06
37,205269.58
37,34408.92
37,34135.35
37,358082.33
37,144209.85
37,16901.06
37,97026.42
37,383816.85
37,347085
37,56162
37,105009.98
37,139110
37,424940
37,515012
37,422044
37,228461
37,176800
37,628810.84
37,720657
37,652606
37,302099
37,1254541
37,543362
37,485124
37,55339
37,219424
37,816964
37,818877
37,78398
37,224434
37,241931
37,622109
37,448687
37,60571
37,86333
37,152156
37,200281
37,158019
37,122706
37,255242.92
37,23614
37,453009
37,275581
37,419263
37,164509
37,183315
37,689834
37,56695
37,342805
37,220854
37,336218
37,43764
37,346887
37,70667
37,132614
37,213007
37,89436
37,6397.17
37,19971.27
37,599597
37,37736.29
37,9515.66
37,51519.38
37,64905.9
37,16590.86
37,31123.93
37,3689.75
37,322939.04
37,135313.1
37,77794.94
37,258471
37,106617
37,102549
37,46436
37,801250.63
37,90616.94
37,148967.6
37,166977
37,745822.09
37,206260
37,315256
37,581745
37,277321
37,416534
37,191694
37,24052.1
37,692761
37,302787
37,336041
37,167602
37,253237
37,298347.71
37,10564
37,237444
37,53528.85
37,186404
37,319642.33
37,16726
37,63291.84
37,170990.65
37,11685.43
37,163399
37,17986
37,162589
37,28936
37,23106
37,6836
37,110665
37,22934.58
37,37632.65
37,39646.86
37,52660.43
37,23507.45
37,122243.82
37,164812.24
37,159399.48
37,70891.17
37,8913.15
37,3954
37,57417.58
37,109139.35
37,81493.45
37,9820
37,52277.6
37,32118.93
37,54313.16
37,26136.32
37,35704.15
37,100208.06
37,32755
37,54823
37,207731.03
37,413055
37,64979
37,618180
37,660112
37,157132
37,125599
37,512054
37,117780.71
37,408017.61
37,649996
37,114098.57
37,891235.91
37,67596.66
37,146963
37,79844
37,1183420.34
37,68803.5
37,992770
37,247819
37,165631
37,105330
37,371291
37,46991.76
37,526288
37,184571
37,69023
37,40556
37,26193
37,34814
37,97538
37,13098
37,104767.88
37,130787
37,1546.29
37,86203
37,112118
37,57862
37,111112
37,40807
37,34037
37,176179
37,6341
37,112048
37,1447946
37,114633
37,59814
37,84554
37,124074
37,96292
37,102786.93
37,39142.88
37,12696
37,36448.96
37,121732.9
37,19977.91
37,3157.45
37,75024.06
37,89511.26
37,4449.82
37,35391.29
37,55575
37,91186.52
37,1141923.36
37,230623.35
37,15440.68
37,363087
37,37462
37,18195
37,113039.8
37,330096
37,56600
37,201633
37,196452
37,703585
37,47657
37,16482
37,346251
37,420770.03
37,166638.14
37,120936.6
37,173226
37,57482.26
37,468418
37,99957
37,126657
37,234128
37,34176
37,113711
37,74398
37,22395
37,48370.11
37,12377
37,90586
37,152554
37,17288
37,211061.58
37,125178.26
37,148825
37,19361
37,45912
37,294761
37,156026.04
37,210338
37,158727.97
37,9358.28
37,210978.28
37,17440
37,42609.47
37,83559.58
37,10956
37,116364
37,87353
37,42393
37,19695
37,49964
37,125249
37,2602
37,63971
37,37284
37,60594
37,23023
37,111807
37,37990
37,35737
37,30343.06
37,15136.66
37,16631.43
37,136859
37,9419
37,62683
37,10900
37,19872
37,5663
37,18102
37,59356
37,32840
37,30373
37,23422.15
37,61051.86
37,16751.91
37,73571.26
37,2327.55
37,296120.68
37,89242.83
37,27939.36
37,21936.1
37,136404
37,138334.38
37,4238
37,98005.43
37,1116701.64
37,655091.4
37,605385.22
37,957172.99
37,666359.56
37,741798.93
37,796056.34
37,168251.93
37,185280
37,408792
37,449790
37,189301
37,276986
37,110818
37,204322
37,333367.24
37,94276.88
37,53777.89
37,147275
37,193392
37,61006
37,170219
37,55908.21
37,149600
37,1966
37,160113
37,513056
37,21034
37,402137
37,92475.29
37,100993
37,4872
37,11305
37,85737
37,297406.61
37,31177.67
37,147141
37,135140.6
37,5393.54
37,94230.05
37,7132.93
37,70922.02
37,1029600.54
37,37600.04
37,11749
37,384590
37,107145
37,31240
37,19485
37,146577
37,184545
37,150312
37,52462
37,36185.87
37,30095
37,7541
37,262957
37,28641
37,79506
37,115542
37,105610
37,48227.12
37,37067
37,70430
37,61239
37,1046750
37,157909
37,54409
37,101285.8
37,25757.41
37,32379.26
37,13589.96
37,48382.37
37,217681.31
37,1016213
37,7670.03
37,862.62
37,17256.26
37,27942.35
37,76991.7
37,9122
37,567902.52
37,374548.5
37,171112.5
37,686173
37,244125
37,419762.85
37,549542.11
37,207377
37,109383.16
37,29987
37,1092775
37,46546
37,1162670
37,747448
37,185115
37,825310
37,659373
37,809109
37,862046
37,346486
37,974670.59
37,903972
37,75546
37,10842
37,886422
37,551362
37,324159.18
37,403940
37,428894.26
37,283582
37,41856
37,73213.78
37,51308.99
37,1798671
37,21318.17
37,295229
37,642609
37,189976
37,1722974
37,686909
37,69950
37,77647
37,15568
37,147948
37,59908.58
37,1201406
37,655465
37,16639
37,110704
37,11803
37,127669
37,54540
37,198943
37,410349
37,135777
37,612522.15
37,384360
37,149677
37,144710
37,463122
37,1050707
37,99336
37,103040
37,56073
37,198274
37,2127
37,334651
37,2288.99
37,724846
37,19765.77
37,144850
37,95244
37,25798
37,527771
37,400572
37,0
37,13902
37,333527
37,250055
37,525185
37,185361
37,49209
37,368436
37,472485
37,48749
37,316442
37,91982.87
37,10183.97
37,67605.82
37,95473.74
37,19200.62
37,50003.07
37,38598.32
37,231672.9
37,172458
37,735062
37,59688
37,158042.81
37,837342.7
37,676371.73
37,7352
37,659086
37,349300
37,97715.07
37,42620
37,435505
37,333476
37,19823
37,10996
37,77674
37,53052
37,193205
37,28550
37,560882
37,536295
37,264600
37,235893
37,102813
37,230330
37,148567
37,112821
37,238207
37,323817
37,376438
37,166409
37,24414
37,61120.24
37,15612
37,72183.09
37,22631
37,23231
37,47274
37,55794
37,3973.71
37,122705
37,240695
37,60342
37,29742
37,311069.16
38,512215
38,14150.89
38,22733
38,124537.89
38,212797.45
38,113698
38,515994.16
38,93564
38,365957.24
38,104689.13
38,519037
38,283494.09
38,13179.5
38,1283339
38,435997.66
38,595693.62
38,281733.99
38,143706
38,134766.07
38,101696
38,2326289.44
38,169175.8
38,46982
38,59041
38,1283962.01
38,489545
38,83480
38,39674.66
38,51486
38,129547.47
38,33959
38,340580.61
38,7973
38,390611
38,492509.53
38,592110
38,845373
38,158159
38,73146
38,26201
38,35971
38,46609
38,912394.41
38,11017
38,1084.61
38,375265
38,287414
38,56410
38,6861
38,106071
38,35369.62
38,30543
38,272872
38,92248
38,159334
38,72518
38,515441.13
38,155442.79
38,311799
38,2190217
38,465563
38,9823
38,61915.02
38,166981
38,61733
38,199974.52
38,264602.22
38,78330
38,77038
38,59148.14
38,56114
38,121940
38,18312
38,469456.48
38,142981.8
38,116766.46
38,503421.8
38,143974.49
38,1957580.96
38,393515.64
38,248616
38,55126
38,168823
38,255522
38,251033
38,79958
38,23357
38,4756
38,25743
38,205406
38,213569
38,35592
38,446085.49
38,124603
38,26717
38,40983.33
38,791463
38,71177
38,456033
38,627687
38,127015
38,62805
38,214687
38,322830
38,33609
38,254028
38,65208.05
38,227264
38,85931
38,158948.52
38,3264
38,998591
38,170620
38,294862
39,275815.42
39,329302.54
39,867334.65
39,398859
39,104887.83
39,255512.61
39,515411.07
39,106095
39,165343
39,95578.98
39,302303.48
39,447847.38
39,25650.19
39,8439
39,297619.45
39,1040384.4
39,602079.37
39,383702.43
39,191287.98
39,72354.4
39,50039.11
39,268334.27
39,257872.7
39,37798.07
39,77047.9
39,310679.84
39,709995.2
39,398125.99
39,36713.07
39,160058.37
39,416305.49
39,398597.3
39,199104
39,8833
39,394631
39,59071
39,6510
39,65705.69
39,532226.72
39,138895
39,12023.82
39,564279
39,292471
39,77
39,104604.64
39,214333
39,114558
39,105412
39,355112.75
39,462856
39,166962
39,571827
39,170306
39,2779
39,133129.43
39,80248.55
39,373006
39,269465
39,232994
39,77223
39,954264.69
39,57773
39,180175.47
39,183592.29
39,676415.99
39,200728.88
39,357861.37
39,461512.34
39,88344
39,871891.67
39,114219.99
39,42320.23
39,86226.95
39,554542.54
39,510992.63
39,253075
39,36937
39,97488
39,237171
39,239609
39,222507.36
39,238857
39,86377
39,194100.87
39,1015533
39,1106322
39,241961
39,744120.16
39,42140.04
39,5667.5
39,261016.41
39,249002
39,44969.45
39,100265
39,458731.92
39,24159
39,207262
39,77294.85
39,338330
39,23235.81
39,171990.12
39,226111
39,855.41
39,213472.92
39,1678
39,186134
39,1030433
39,133933.45
39,947039.04
39,95939.67
39,286016
39,401597.34
39,6867.87
39,17212
39,128686.87
39,13596
39,48929
39,451739
39,20204
39,169045
39,59946
39,272026
39,160918
39,75323.93
39,251866
39,0
39,21472.77
39,26578.51
39,70714.18
39,292119
39,224510
39,138401
39,166134.31
39,732701
39,55792
39,126487.05
39,190272.99
39,54686
39,311572
39,469205.85
39,869650.85
39,860330.41
39,128858.97
39,205859.41
39,256921.2
39,27985.04
39,10725.02
39,71736.09
39,900569.47
39,82429.58
39,634415.25
39,306533
39,31795.24
39,563273
39,42922
39,183477
39,7914.41
39,357273
39,102968
39,232620
39,15438.01
39,61339.96
39,325058.51
39,38483
39,53035.58
39,60721
39,142982
39,112119.29
39,119834
39,337341
39,709753.12
39,115001
39,1200676
39,0
39,98644.42
39,413484.08
39,141614.44
39,1176648
39,112620
39,104953
39,11156
39,265873.27
39,220439.35
39,245890.52
39,48996.55
39,223954.52
39,309937
39,50578
39,438766
39,63819.91
39,175433.36
39,1861106
39,42446
39,1860
39,62338
39,110692
39,74327
39,225255.3
39,320393
39,413716
39,45368.8
39,36015.94
39,40457.71
39,10891.09
39,245057
39,8993
39,507058.45
39,125112
39,44962
39,60138
39,160043
39,452461
39,338615
39,358887
39,13112
39,28994.07
39,27332.05
39,138577.68
39,200077
39,20100.31
39,82885.76
39,25537.9
39,54835.12
39,25228
39,472093
39,287631
39,93686
39,84053
39,7245
39,207337
39,831746.11
39,167871.8
39,49676
39,730133
39,50635
39,718082.4
39,116460.67
39,71953
39,12560.35
39,29837.52
39,27365.44
39,69816
39,11170.69
39,11130
39,79482
39,11053.59
39,294913
39,9905
39,262528.87
39,82231
39,157968.65
39,280912.7
39,63020.06
39,142443.87
39,36767
39,73967.92
39,49860.36
39,128895
39,260175
39,1442
39,73421
39,11263
39,341266
39,78364
39,71810
39,263
39,30821
39,85439.77
39,224800.06
39,57773
39,148853.02
39,160153.07
39,1751.75
39,334436.52
39,0
39,83167.94
39,88012.52
39,242630
39,433685
39,22611
39,20051.54
39,111886.21
39,332414.19
39,153564.49
39,40145
39,2050
39,76007
39,5159.49
39,179955.93
39,150064
39,16517
39,15395
39,179374
39,518081
39,246973
39,104294.13
39,135567.2
39,217483
39,146107
39,279116
39,21633
39,287195.2
39,25989
39,24076.33
39,77967
39,4608.9
39,490623.06
39,367149
39,55094.34
39,354814
39,282625
39,166479
39,108866
39,443511
39,784008.44
39,19026
39,22701
39,580673.41
39,80722
39,755809
39,134330
39,109759
39,414375
39,7340
39,92122
39,5646.47
39,18053.22
39,370526
39,131253
39,49061
39,34690
39,175634
39,48745
39,90988
39,77855
39,304712
39,145654
39,12413.4
39,165434.93
39,185101.45
39,155500.6
39,48476
39,37886.18
39,6485.84
39,39038.99
39,96786.99
39,113319.31
39,76057.64
39,42613
39,48313
39,192487
39,196770
39,90325.28
39,347471.51
39,798809.68
39,25617.11
39,45684.12
39,90175.05
39,675780
39,74729
39,189592
39,396596
39,130281.55
39,13660
39,63424
39,124388
39,66245
39,54846
39,72335
39,9440.08
39,150578
39,68071
39,123088
39,78351
45,156607
45,135955
45,27093
45,26335
45,27962
45,372576.98
45,313729
45,124600
45,49418.58
45,457148
45,52315.72
45,71488.92
45,5844
45,1872
45,123486
45,778595
45,294317.95
45,418496
45,22470
45,4978
45,28759.48
45,64967
45,26360
45,266518
45,57703.98
45,939130
45,406978.91
45,119574.42
45,704496.58
45,14546
45,827750
45,119113.49
45,63696
45,369945
45,8285
45,654747
45,46892
45,199974.56
45,202546.06
45,150713
45,55626
45,281546.76
45,25345
45,101283.97
45,100035
45,124477.21
45,122015.51
45,121856
45,3008
45,312070.34
45,154646
45,304738
45,502835.22
45,364721.32
45,151069.68
45,830176
45,80004
45,38172
45,250543
45,201008
45,91549
45,252371
45,115330.25
45,438320.38
45,234021
45,377080
45,219291
45,87478
45,611265
45,257526
45,376203.17
45,48767.09
45,300237.72
45,416409.91
45,272761
45,1462922.36
45,734982.9
45,211695.13
45,450162.76
45,332071
45,467798
45,241729
45,409939
45,444316
45,38905.93
45,167470.83
45,248208
45,849952
45,41310
45,287876.29
45,322788
45,910725
45,33261
45,140105
45,464347
45,579853
45,268248
45,328498.15
45,198089.7
45,456467
45,224541
45,43059.76
45,604096.81
45,206909
45,90776
45,410822.62
45,693831
45,278764
45,943449.25
45,170996
45,92521.77
45,281357.3
45,319297
45,187364
45,375678
45,45506
45,488704
45,211346.49
45,20292
45,507882
45,686207
45,533601
45,432191
45,716274
45,678623
45,31955.44
45,404984
45,459891
45,358115.73
45,65676
45,58985
45,229349.37
45,75803
45,57973
45,558525
45,350049
45,70899
45,95132
45,1183369.49
45,170397
45,113825
45,20266
45,278546
45,238141
45,138124
45,209706
45,160155
45,159201.25
45,147063
45,268830
45,315934
45,605705.01
45,114369
45,263413
45,545647
45,289066
45,14353
45,20584.35
45,781167
45,194793
45,296297.1
45,638750
45,578582
45,92040.89
45,554424
45,439016
45,108984
45,543915
45,379268
45,324041.81
45,496279
45,568570
45,381931
45,165734.41
45,93584.21
45,419850
45,689684
45,460386.86
45,156965
45,778609
45,368563
45,299884
45,161583
45,120078
45,183937.42
45,208159.61
45,185798
45,197281
45,351276
45,370030
45,149766
45,109819.7
45,425003
45,252486
45,236442
45,340691
45,311001
45,403270
45,276021
45,1090550.26
45,290858
45,31864
45,256853
45,341766
45,188642.82
45,975973
45,197687.84
45,59699
45,926786
45,385808.69
45,224343
45,1008677
45,45181
45,81504
45,236100.73
45,261244.29
45,61382.56
45,627479
45,10645
45,72106.98
45,498896
45,212765
45,277084
45,211977
45,362598
45,102887
45,48034.9
45,476965.79
45,183409
45,580456
45,644949
45,25221.77
45,181567
45,401294.67
45,591174
45,279796
45,439033.14
45,41554
45,619597.17
45,234646.41
45,45300
45,50861
45,22933.69
45,344904
45,94162
45,453865.84
45,139597
45,8549.68
45,401295
45,734915
45,422970
45,504227
45,390964
45,282209
45,88457
45,21987
45,456433
45,257979
45,119314
45,243510
45,23164.56
45,1788.6
45,387245.75
45,191417
45,10352
45,361883
45,105914
45,603444
45,11629
45,96193
45,941279.57
45,284773.53
45,401576.05
45,375079
45,616178
45,5759.34
45,53990
45,313418
45,7746.97
45,135006
45,64261
45,103654
45,622120.31
45,54423
45,78721
45,79851
45,103690.94
45,391581
45,149353.1
45,948241
45,163708
45,190465
45,305630
45,207235
45,438423
45,253149
45,103142.92
45,624368.36
45,315304.43
45,223023
45,217517
45,34019
45,645875
45,81932
45,5398.08
45,171375
45,13161
45,471044
45,174816
45,113069.5
45,667487
45,378216
45,703288.82
45,61861
45,319687.4
45,714221.45
45,189760
45,62159
45,1084450
45,631657
45,37247
45,327555
45,212035.83
45,482681
45,491777
45,129193.43
45,343702
45,277326.21
45,133889
45,3599
45,134820.03
45,80829
45,177928
45,24777
45,159502
45,237217
45,971945
45,189817
45,50707
45,149745
45,323292
45,260725
45,82984
45,226739.4
45,138608.23
45,472708
45,258103
45,829040
45,906636
45,68439
45,267301
45,343385
45,250527
45,83822
45,452025
45,346382
45,688608
45,390648.17
45,208274
45,90479
45,484661
45,37934
45,188145
45,165965.35
45,498190
45,6990
45,63601
45,1201409
45,242433.18
45,205126
45,138156.61
45,270161
45,2171508
45,254736.49
45,67287
45,150058.17
45,47575.53
45,289957
45,1301
45,24356.89
45,149384
45,239395
45,33197
45,221386
45,673468
45,404130
45,188876
45,657013.2
45,336896.05
45,483470
45,702853
45,122885
45,86036
45,311126
45,144829
45,9096.57
45,133829
45,155391
45,326954.06
45,202582
45,107809
45,142876
45,243839
45,166306
45,156890
45,153486.66
45,633248
45,99654
45,7062
45,66041
45,156382.54
45,19107.81
45,226569.41
45,388802
45,118501
45,6919.31
45,184886.62
45,379166.3
45,177649
45,107813.45
45,227447
45,46589
45,16156
45,170472.97
45,201857
45,68850.69
45,278912.39
45,203505.53
45,6606
45,463682.46
45,104118
45,1041677
45,404498
45,536301
45,151859
45,60689.98
45,267998
45,108721
45,157073.16
45,384382
45,637909.38
45,178028.16
45,628196
45,185213
45,62865
45,183339
45,1051531
45,992825
45,863568
45,143313
45,178383
45,132400
45,35194
45,125057
45,223673.92
45,61256
45,223689
45,315067
45,219328
45,246990
45,463751
45,153085.45
45,63984
45,54575.14
45,1042519.19
45,98237
45,22348
45,189493.72
45,3208
45,121800
45,175616.9
45,52691.72
45,101946
45,168546
45,334825
45,301244
45,150499
45,221226
45,269269.54
45,29747
45,257052.37
45,172820
45,633089
45,68771
45,51236
45,122374
45,227054
45,368465
45,411911
45,269843.73
45,36673
45,3959.84
45,41997
45,384988.03
45,49508.64
45,47236
45,879956
45,62419.18
45,130017.92
45,267666.14
45,253135
45,101613
45,199797
45,89999
45,524375
45,21115.25
45,4078
45,169873.94
45,372118
45,77042
45,162007
45,139697
45,704052
45,353976
45,256980
45,511489
45,32978
45,37645.45
45,277721
45,360351
45,521701
45,103365.43
45,488720.15
45,93067.32
45,225507
45,152285
45,164199.82
45,335096
45,621957
45,203003
45,470963
45,403708
45,95391
45,198132.54
45,38859.48
45,186718.32
45,85511.87
45,149389.38
45,407251.2
45,248854.13
45,407102
45,142120
45,169784
45,128091
45,216773
45,96476
45,38011
45,79892
45,373553
45,93892.15
45,10522
45,250410
45,328798
45,96195
45,67886
45,275042
45,4233.2
45,447006
45,70017
45,227962
45,109789
45,86511
45,202270
45,197981
45,301975
45,191587
45,521326
45,171448
45,1789301
45,128164
45,518899
45,880956
45,130043
45,1053688
45,283524
45,262666
45,0
45,3585.53
45,571390
45,32661.88
45,143463
45,183375.06
45,76638.13
45,384000
45,269829
45,216567.51
45,68485
45,310788
45,51317.35
45,338980.43
45,104523
45,535947
45,83579
45,229434
45,462851.43
45,419678
45,271246
45,584486
45,251900.54
45,31201
45,216461
45,145238
45,287960
45,332372
45,125984
45,614492
45,309985
45,1368128
45,580732
45,89023
45,162721
45,158512.94
45,111648
45,282698
45,179730
45,61070.35
45,95884
45,124501
45,141922
45,186831
45,26760
45,82621
45,341772
45,84778
45,754853
45,484293.31
45,6614.51
45,4536.07
45,29836
45,337672.77
45,121442.6
45,211161
45,68368
45,960328
45,124398
45,159497
45,559882
45,429336
45,141060
45,120406
45,124991
45,182050.02
45,38798
45,169319
45,208546
45,36185
45,17429
45,727460
45,56008
45,75539.85
45,1008954
45,238908
45,398275
45,291089
45,295284.49
45,223172
45,58540.19
45,135481.11
45,60404
45,251064
45,2584
45,519469
45,285235
45,354895
45,282965
45,203290
45,54792
45,296263
45,561894
45,235022.58
45,229525.77
45,28920.76
45,627255
45,29731
45,211032.17
45,377274
45,319482.9
45,49512
45,101950.65
45,206790
45,2368129.41
45,465609.32
45,38042.38
45,22764.4
45,788050
45,145563
45,437811
45,117699
45,664272
45,271394
45,944211
45,143488
45,103697.25
45,12877
45,371729
45,30268
45,141214.86
45,53713
45,253800.06
45,230115.39
45,85377
45,91619.03
45,68727.2
45,59880
45,249333
45,186521
45,248696
45,200727
45,1631570
45,544138
45,101572
45,365742
45,21144
45,161827
45,159397
45,428425.16
45,32641.5
45,194718.53
45,925867.14
45,173112.47
45,237174.21
45,12901
45,319536
45,111244.43
45,136516
45,1056336
45,702132
45,198297
45,904700
45,343875
45,220476
45,424521
45,87492
45,1435387
45,42406
45,32592.06
45,334438.27
45,206094
45,535404
45,256967
45,36526
45,35756
45,209018
45,123701
45,426443
45,780646.08
45,274452
45,308569
45,220484
45,686820
45,433699
45,38192.33
45,170193
45,374049
45,216699
45,469319
45,247056
45,127156
45,591220
45,649538
45,293041
45,300238
45,196022
45,177466
45,90538.41
45,363541.03
45,305126
45,35535
45,4317.45
45,15799.04
45,449931
45,273772
45,495899
45,303323
45,304369
45,231243.09
45,29933
45,71674
45,434343
45,44367
45,69541
45,428505
45,264913
45,252564
45,171641
45,872684
45,2856389
45,839930
45,290947
45,695848.7
45,275905
45,216464
45,209062
45,205127
45,280177
45,434775
45,495686
45,312566
45,94370
45,958170
45,360955
45,161780
45,238071
45,589507
45,246141.06
45,168996.69
45,153725.07
45,131571.25
45,318614.7
45,134496
45,166946.85
45,169592.12
45,85436.67
45,343065
45,169533
45,92994
45,336556
45,329207
45,166977
45,303596
45,16683.7
45,1140885
45,12151
45,617964
45,113988
45,906807
45,279157
45,73086
45,42524
45,637581
45,300688
45,645447
45,275418
45,46923
45,141902
45,176394
45,113527
45,89327.73
45,33824
45,225200
45,263495
45,185413
45,239260.11
45,56573.72
45,319315.79
45,463052.23
45,398499.13
45,169022.62
45,107504.05
45,947886.46
45,327684
45,323982.76
45,175381
45,57159
45,255334
45,387755
45,1402802
45,356828
45,505038
45,255323
45,263261
45,359356
45,155711
45,59274
45,478832
45,109484.16
45,49841.19
45,267891.52
45,44748.86
45,85797
45,617600
45,206606
45,620568
45,329345
45,15865.14
45,537242
45,86428.12
45,24019
45,86657.27
45,273706.58
45,444480.18
45,105246
45,237168
45,5034
45,103553
45,237467
45,26089
45,410698
45,172310.22
45,389771.43
45,144195
46,64034.6
46,47268.11
46,102483
46,174439
46,198041.11
46,190901
46,560471
46,380468
46,473651.94
46,58538
46,56326
46,206271.09
46,38692.05
46,13178
46,31906
46,144208.03
46,347549
46,36986.1
46,77460.97
46,98392.6
46,1492
46,26841.5
46,54318.77
46,175367
46,105941
46,280056
46,134561
46,124348.33
46,46327
46,105557
46,94117.99
46,98040.44
46,147987.08
46,42423
46,176456
46,123374
46,2635
46,36359.98
46,25036
46,0
46,22070
46,22970.76
46,49423
46,1602
46,65635
46,51299.01
46,4606
46,20841.6
46,1423
46,370481
46,50612
46,81818.92
46,46056.9
46,161049.19
46,203094
46,92399
46,76480
46,9294
46,518664
46,11396.34
46,141678
46,24260.64
46,71142
46,1314770
46,12633
46,194667
46,313082
46,170321
46,298513.99
46,75248
46,19941
46,55863.25
46,43400
46,4920
46,191443
46,182713
46,165562
46,167853.7
46,61728
46,15281.75
46,305100
46,107761
46,253136
46,667168
46,443073
46,820698
46,83680
46,31506
46,82370.2
46,167846
46,475792.37
46,66123.69
46,197748
46,368248
46,77346
46,1451488.48
46,4790
46,302081
46,3783
46,208761.55
46,408963
46,117067
46,197723
46,85636
46,201571.75
46,107116
46,9845.31
46,149254.46
46,113459
46,252644
46,148472
46,146512.52
46,158938
46,235432.26
46,32676.31
46,31748.22
46,175912.19
46,77037
46,82101
46,11786
46,117835
46,5481.76
46,9003
46,20322
46,173962.64
46,151092
46,87829.07
46,83284.49
46,24436.27
46,89876
46,151229.19
46,35499.78
46,19754
46,6289
46,618590
46,63732
46,268085
46,107057
46,296877
46,97335
46,42499.02
46,218860
46,875896
46,687642
46,184989.31
46,60737
46,233620.97
46,480965
46,21096
46,58253
46,93250.34
46,42079.6
46,56603.78
46,229118.67
46,542266
46,38519
46,68651
46,130396
46,419139
46,83680.72
46,42829.43
46,95301
46,9441
46,253763.69
46,15933.84
46,7549.05
46,127918
46,226769.38
46,57390.79
46,94645.49
46,153508.25
46,310154.58
46,317266.29
46,303925.62
46,301729
46,43586
46,321815.75
46,77527
46,99626
46,86107
46,88746
46,56680
46,258974
46,139281
46,49906.29
46,13138.47
46,24271.06
46,19897.78
46,73453.67
46,232827.6
46,170921.62
46,291431.57
46,350155.93
46,1311.03
46,549618.6
46,46114.23
46,76949
46,297247
46,355586
46,412114
46,228788
46,412488.57
46,98019.9
46,96956
46,226804
46,42635.87
46,16091.81
46,88930.66
46,71410.43
46,113563
46,271825.23
46,434532.57
46,209015
46,208824
46,5992
46,18461
46,86812
46,236270
46,1813.12
46,1361.78
46,42920.14
46,179424.23
46,19666.54
46,132263
46,132695.47
46,7814.87
46,184931
46,261754.7
46,213667.46
46,246986.71
46,68579
46,217758.5
46,343037
46,21564.52
46,139421
46,267943
46,201889
46,188368
46,270224
46,73453
46,196224.24
46,588
46,0
46,18508
46,10301
46,415217
46,274390
46,201099.14
46,35978
46,4137
46,7606
46,250629
46,2108
46,77502
46,194657
46,60918
46,44377
46,86448
46,83514.57
46,13982
46,304722.4
46,91495
46,466552
46,197166.62
46,190865.91
46,30100.04
46,101564
46,57818
46,0
46,143736
46,238320.74
46,144727
46,82293.94
46,244775
46,112216
46,131639
46,35953.14
46,189121.59
46,97555
46,207221
46,282223
46,87234
46,4968
46,324653
46,110525.23
46,115391.49
46,381927
46,89979
46,17115.95
46,132844
46,68436.51
46,74427
46,36059.08
46,19536
46,454316.94
46,192138
46,136542.23
46,33796.26
46,110199
46,77536.88
46,210552.29
46,106645
46,79693
46,19566
46,399005.5
46,151515.53
46,26560.34
46,161343
46,137395.65
46,409070.17
46,161452
46,57117
46,188988
46,76395
46,230383
46,107663
46,57095
46,77013
46,111848
46,3378
46,67043
46,6422
46,200162
46,124172.67
46,7129.83
46,153531
46,219059
46,213327.63
46,366279.5
46,64178.51
46,8320.95
46,124138.98
46,212656.99
46,240902
46,298143.24
46,50265
46,18246
46,249230
46,118283.44
46,668745
46,36670.16
46,257280
46,100750
46,54404
46,73337
46,38047
46,14577
46,11705
46,221493
46,41658
46,115787
46,68374
46,12215.37
46,332545.13
46,31537.66
46,209238.75
46,123537.79
46,147613
46,476497.66
46,141787
46,33910.04
46,137313.65
46,156540.63
46,19022.14
46,192473
46,148641
46,22458
46,54268
46,101645
46,34065
46,153744
46,624811
46,155598.78
46,67281.11
46,12736.97
46,128595
46,117381.08
46,49045
46,350595.95
46,274535
46,10708
46,41558.07
46,215144.41
46,73887.09
46,90176.6
46,267947
46,79387.93
46,18827
46,124561
46,238616
46,26169.54
46,10094
46,70244
46,240819.37
46,125858
46,22175.65
46,10788.48
46,265017.15
46,10139.94
46,24332.91
46,53312.38
46,245598
46,107606.03
46,162164.09
46,223245
46,83391
46,120774
46,12165.17
46,20649
46,148275
46,87262
46,113271.86
46,54512.78
46,160963.25
46,89801.58
46,272033.16
46,97278
46,118312
46,51353
46,63415.15
46,164522
46,151388
46,274925.22
46,25372.39
46,46610.97
46,675429
46,21707
46,126870
46,22232
46,92898
46,169207
46,123914
46,41561.29
46,30338
46,4282
46,141459.01
46,106777.6
46,333678
46,26080
46,44811
46,169380
46,208574
46,10863
46,28532
46,54379
46,426251.12
46,146569
46,22557
46,310210
46,93889
46,36153
46,214008.11
46,140288
46,229061.02
46,76880
46,343283
46,110927
46,126643.49
46,59698.71
46,36743
46,128972
46,424785
46,134968.96
46,29931
46,194602.22
46,3073.55
46,173469
46,94992.26
46,143802.43
46,419440.41
46,148466.11
46,506871
46,438125
46,71400
46,149669
46,39782
46,190085
46,227606.27
46,338008.81
46,89085.14
46,32773.48
46,58432.74
46,228743.96
46,166100.65
46,83138
46,140430.13
46,5751
46,845138
46,489871
46,71114
46,87973
46,192029
46,71764
46,100366
46,67579
46,245539.29
46,63097
46,3995
46,718558
46,123169.23
46,213241.32
46,97436.37
46,21069.23
46,212871
46,79507.58
46,95371.23
46,26089.4
46,299332.43
46,41926
46,90643
46,244023
46,109802
46,62197
46,41710
46,227227
46,178423
46,208918.52
46,91682.14
46,213940
46,112944
46,27006
46,337812
46,211404
46,186411
46,113216
46,287037
46,111706
46,160951
46,102087.31
46,54308.97
46,68621
46,46256
46,124695
46,6833
46,39235.09
46,97293.8
46,74920.67
46,76229.5
46,111149.32
46,271384.22
46,131930.38
46,149271.02
46,134065.19
46,77092.89
46,64904.97
46,996783
46,37203
46,3165
46,740127
46,108383.61
46,41375
46,192835
46,17337
46,288792
46,15974
46,205472
46,621222
46,116235
